test_id,category,difficulty,target_level,input_title,context,expected_standard_title,expected_standard_id,expected_seniority,expected_domain
T_1152,开发,easy,L1,高级tech lead,带5人后端，熟悉数据分析与复盘,软件工程师,software_engineer,高级/资深,
T_1153,开发,easy,L1,高级云架构师,熟悉数据分析与复盘,架构师,architect,高级/资深,云
T_1154,产品,easy,L1,高级项目经理,做技术项目，熟悉数据分析与复盘,项目经理,project_manager,高级/资深,
T_1155,产品,easy,L1,TPM,Technical Program Manager，熟悉数据分析与复盘,项目经理,project_manager,高级/资深,技术
T_1156,管理,easy,L1,高级CEO,熟悉数据分析与复盘,总经理,general_manager,C-level,
T_1157,管理,easy,L1,高级事业部总经理,熟悉数据分析与复盘,总经理,general_manager,高级,事业部
T_1158,供应链,easy,L1,高级结构工程师,熟悉数据分析与复盘,机械工程师,mechanical_engineer,高级/资深,结构
T_1159,算法,easy,L1,高级AIGC工程师,熟悉数据分析与复盘,算法工程师,algorithm_engineer,高级/资深,AIGC
T_1160,销售,easy,L1,客户成功经理,熟悉数据分析与复盘,销售经理,sales_manager,高级/资深,客户成功
T_1161,产品,medium,L2,高级高级产品策划,熟悉数据分析与复盘,产品经理,product_manager,高级/资深,
T_1162,产品,medium,L2,高级资深产品 owner,熟悉数据分析与复盘,产品经理,product_manager,高级/资深,
T_1163,运营,medium,L2,高级内容运营,熟悉数据分析与复盘,运营经理,operations_manager,高级/资深,内容
T_1164,运营,medium,L2,高级资深用户运营经理,熟悉数据分析与复盘,运营经理,operations_manager,高级/资深,用户
T_1165,运营,medium,L2,高级首席增长官,公司用户增长负责人，熟悉数据分析与复盘,运营经理,operations_manager,高级/资深,增长
T_1166,市场,medium,L2,高级品牌策划,熟悉数据分析与复盘,市场经理,marketing_manager,高级/资深,品牌
T_1167,市场,medium,L2,高级资深营销经理,做数字营销，熟悉数据分析与复盘,市场经理,marketing_manager,高级/资深,营销
T_1168,人力资源,medium,L2,高级招聘专员,熟悉数据分析与复盘,人力资源经理,hr_manager,高级/资深,招聘
T_1169,人力资源,medium,L2,高级资深HRBP,熟悉数据分析与复盘,人力资源经理,hr_manager,高级/资深,HRBP
T_1170,投资,medium,L2,高级高级投资分析师,看医疗赛道，熟悉数据分析与复盘,投资经理,investment_manager,高级/资深,
T_1171,销售,medium,L2,高级高级BD专员,熟悉数据分析与复盘,销售经理,sales_manager,高级/资深,BD
T_1172,销售,medium,L2,高级资深客户经理,熟悉数据分析与复盘,销售经理,sales_manager,高级/资深,
T_1173,财务,medium,L2,高级高级审计经理,熟悉数据分析与复盘,财务经理,finance_manager,高级/资深,审计
T_1174,数据分析,medium,L2,高级高级数据分析师,熟悉数据分析与复盘,数据分析师,data_analyst,高级/资深,
T_1175,数据分析,medium,L2,高级资深商业分析师,做BI方向，熟悉数据分析与复盘,数据分析师,data_analyst,高级/资深,商业分析
T_1176,开发,medium,L2,高级Go工程师,熟悉数据分析与复盘,软件工程师,software_engineer,高级/资深,后端
T_1177,开发,medium,L2,高级资深DevOps工程师,熟悉数据分析与复盘,软件工程师,software_engineer,高级/资深,DevOps
T_1178,开发,medium,L2,高级高级全栈工程师,熟悉数据分析与复盘,软件工程师,software_engineer,高级/资深,
T_1179,测试,medium,L2,高级高级QA工程师,熟悉数据分析与复盘,测试工程师,test_engineer,高级/资深,
T_1180,算法,medium,L2,高级资深NLP工程师,熟悉数据分析与复盘,算法工程师,algorithm_engineer,高级/资深,NLP
T_1181,算法,medium,L2,高级高级推荐算法工程师,熟悉数据分析与复盘,算法工程师,algorithm_engineer,高级/资深,推荐
T_1182,法务,medium,L2,高级高级合规经理,熟悉数据分析与复盘,法务经理,legal_manager,高级/资深,合规
T_1183,供应链,medium,L2,高级高级采购经理,熟悉数据分析与复盘,供应链经理,supply_chain_manager,高级/资深,采购
T_1184,设计,medium,L2,高级资深UI设计师,熟悉数据分析与复盘,设计师,designer,高级/资深,UI
T_1185,设计,medium,L2,高级交互设计师,熟悉数据分析与复盘,设计师,designer,高级/资深,交互
T_1186,行政,medium,L2,高级高级行政专员,熟悉数据分析与复盘,行政经理,admin_manager,高级/资深,
T_1187,开发,medium,L2,高级高级系统架构师,熟悉数据分析与复盘,架构师,architect,高级/资深,系统
T_1188,管理,medium,L2,高级高级业务总监,熟悉数据分析与复盘,总经理,general_manager,高级/资深,
T_1189,产品,medium,L2,高级项目经理,熟悉数据分析与复盘,项目经理,project_manager,高级/资深,
T_1190,供应链,medium,L2,高级高级硬件工程师,做消费电子，熟悉数据分析与复盘,机械工程师,mechanical_engineer,高级/资深,硬件
T_1191,运营,medium,L2,高级直播运营经理,熟悉数据分析与复盘,运营经理,operations_manager,高级/资深,直播
T_1192,销售,medium,L2,资深售前顾问,熟悉数据分析与复盘,销售经理,sales_manager,高级/资深,售前
T_1193,算法,medium,L2,高级首席大模型工程师,熟悉数据分析与复盘,算法工程师,algorithm_engineer,高级/资深,大模型
T_1194,开发,medium,L2,高级初级前端工程师,应届生，熟悉数据分析与复盘,软件工程师,software_engineer,初级/助理,前端
T_1195,财务,medium,L2,资深FP&A经理,熟悉数据分析与复盘,财务经理,finance_manager,高级/资深,FP&A
T_1196,人力资源,medium,L2,高级高级OD经理,熟悉数据分析与复盘,人力资源经理,hr_manager,高级/资深,OD
T_1197,开发,medium,L2,高级资深iOS工程师,做社交APP，熟悉数据分析与复盘,软件工程师,software_engineer,高级/资深,移动端
T_1198,运营,medium,L2,高级高级电商运营,熟悉数据分析与复盘,运营经理,operations_manager,高级/资深,电商
T_1199,设计,medium,L2,高级资深视觉设计师,熟悉数据分析与复盘,设计师,designer,高级/资深,视觉
T_1200,测试,medium,L2,高级资深自动化测试工程师,熟悉数据分析与复盘,测试工程师,test_engineer,高级/资深,自动化
T_1201,产品,hard,L3,做用户研究和竞品分析的人,在产品部门，用Axure画原型，熟悉数据分析与复盘,产品经理,product_manager,高级/资深,
T_1202,产品,hard,L3,高级需求分析师,写PRD和需求文档，做产品方向，熟悉数据分析与复盘,产品经理,product_manager,高级/资深,
T_1203,运营,hard,L3,高级社群增长专家,负责私域社群拉新和用户增长，用AB测试优化转化，熟悉数据分析与复盘,运营经理,operations_manager,专家,
T_1204,运营,hard,L3,高级抖音内容负责人,管理短视频团队做内容运营，熟悉数据分析与复盘,运营经理,operations_manager,负责人,内容
T_1205,运营,hard,L3,高级小红书运营,做品牌种草和内容策划，熟悉数据分析与复盘,运营经理,operations_manager,高级/资深,
T_1206,市场,hard,L3,高级SEM投放专家,在市场部做搜索引擎投放和媒介优化，熟悉数据分析与复盘,市场经理,marketing_manager,专家,
T_1207,市场,hard,L3,高级整合营销负责人,品牌策略、内容营销、公关传播全都管，熟悉数据分析与复盘,市场经理,marketing_manager,负责人,营销
T_1208,人力资源,hard,L3,高级企业文化官,负责企业文化建设、员工关系和雇主品牌，熟悉数据分析与复盘,人力资源经理,hr_manager,高级/资深,
T_1209,人力资源,hard,L3,高级人才发展专家,做人才盘点和组织发展，熟悉数据分析与复盘,人力资源经理,hr_manager,专家,
T_1210,投资,hard,L3,行研分析师,做尽职调查和估值分析，看科技赛道，熟悉数据分析与复盘,投资经理,investment_manager,高级/资深,
T_1211,销售,hard,L3,高级客户关系维护经理,做大客户维护，CRM管理，熟悉数据分析与复盘,销售经理,sales_manager,高级/资深,大客户
T_1212,销售,hard,L3,高级解决方案总监,做售前方案呈现和商务谈判，熟悉数据分析与复盘,销售经理,sales_manager,总监,售前
T_1213,财务,hard,L3,高级预算管理经理,负责全公司预算和财务报表，熟悉数据分析与复盘,财务经理,finance_manager,高级/资深,FP&A
T_1214,数据分析,hard,L3,高级数据可视化专家,用Tableau和PowerBI做报表，SQL取数，熟悉数据分析与复盘,数据分析师,data_analyst,专家,
T_1215,数据分析,hard,L3,高级AB测试分析师,做数据建模和统计分析，熟悉数据分析与复盘,数据分析师,data_analyst,高级/资深,
T_1216,开发,hard,L3,微服务开发负责人,用Spring Cloud + K8s做微服务，管Docker容器，熟悉数据分析与复盘,软件工程师,software_engineer,负责人,
T_1217,开发,hard,L3,高级CI/CD工程师,做持续集成和自动化部署，熟悉数据分析与复盘,软件工程师,software_engineer,高级/资深,DevOps
T_1218,开发,hard,L3,分布式系统专家,做高可用和性能优化，熟悉数据分析与复盘,架构师,architect,专家,
T_1219,测试,hard,L3,高级自动化框架开发,用Selenium和JMeter做测试，接口测试和持续集成，熟悉数据分析与复盘,测试工程师,test_engineer,高级/资深,测试开发
T_1220,算法,hard,L3,高级深度学习研究员,发顶会论文，做PyTorch和机器学习，CV方向，熟悉数据分析与复盘,算法工程师,algorithm_engineer,高级/资深,CV
T_1221,算法,hard,L3,高级搜索引擎算法,做搜索排序和推荐系统，特征工程，熟悉数据分析与复盘,算法工程师,algorithm_engineer,高级/资深,推荐
T_1222,法务,hard,L3,高级数据隐私顾问,做合规管理和数据隐私，了解GDPR，熟悉数据分析与复盘,法务经理,legal_manager,高级/资深,数据合规
T_1223,供应链,hard,L3,高级精益生产顾问,做工厂精益生产和质量管理，控制成本，熟悉数据分析与复盘,供应链经理,supply_chain_manager,高级/资深,生产
T_1224,设计,hard,L3,高级用研专家,做用户研究和交互设计，建设设计系统，熟悉数据分析与复盘,设计师,designer,专家,UX
T_1225,行政,hard,L3,高级办公管理负责人,管行政和差旅管理，做会议组织，熟悉数据分析与复盘,行政经理,admin_manager,负责人,
T_1226,管理,hard,L3,高级战略规划总监,做战略管理和业务规划，熟悉数据分析与复盘,总经理,general_manager,总监,
T_1227,产品,hard,L3,高级敏捷教练,推Scrum和敏捷开发，用JIRA管项目，熟悉数据分析与复盘,项目经理,project_manager,高级/资深,
T_1228,供应链,hard,L3,高级CAE仿真专家,用SolidWorks做结构设计和公差分析，熟悉数据分析与复盘,机械工程师,mechanical_engineer,专家,仿真
T_1229,开发,hard,L3,高级云原生架构专家,做云原生和中间件，技术选型，熟悉数据分析与复盘,架构师,architect,专家,云
T_1230,算法,hard,L3,高级感知融合工程师,做自动驾驶的感知算法和SLAM，熟悉数据分析与复盘,算法工程师,algorithm_engineer,高级/资深,自动驾驶
T_1231,跨领域,hard,L3_ambiguous,数据产品经理,在数据部门做数据产品，熟悉数据分析与复盘,数据分析师,data_analyst,高级/资深,数据产品
T_1232,跨领域,hard,L3_ambiguous,高级渠道经理,做销售渠道管理，熟悉数据分析与复盘,市场经理,marketing_manager,高级/资深,渠道
T_1233,跨领域,hard,L3_ambiguous,前端架构师,做前端技术架构，熟悉数据分析与复盘,架构师,architect,高级/资深,前端
T_1234,跨领域,hard,L3_ambiguous,高级嵌入式工程师,做智能硬件的嵌入式开发，熟悉数据分析与复盘,软件工程师,software_engineer,高级/资深,嵌入式
T_1235,未知,hard,out_of_graph,高级增长黑客,用数据驱动做用户增长，熟悉数据分析与复盘,运营经理,operations_manager,高级/资深,增长
T_1236,未知,hard,out_of_graph,高级全栈产品设计师,又做UX又做UI还写点前端，熟悉数据分析与复盘,设计师,designer,高级/资深,
T_1237,未知,hard,out_of_graph,AI训练师,做大模型的RLHF标注和prompt工程，熟悉数据分析与复盘,算法工程师,algorithm_engineer,高级/资深,大模型
T_1238,未知,hard,out_of_graph,高级Prompt工程师,做大模型prompt优化，熟悉数据分析与复盘,算法工程师,algorithm_engineer,高级/资深,大模型
T_1239,未知,hard,out_of_graph,高级数字化转型负责人,推公司数字化转型，管IT和数据，熟悉数据分析与复盘,总经理,general_manager,负责人,
T_1240,未知,hard,out_of_graph,高级出海运营负责人,做东南亚市场的本地化运营，熟悉数据分析与复盘,运营经理,operations_manager,负责人,海外
T_1241,未知,hard,out_of_graph,高级GTM策略负责人,做go-to-market策略和市场推广，熟悉数据分析与复盘,市场经理,marketing_manager,负责人,GTM
T_1242,未知,hard,out_of_graph,高级数据工程师,做ETL和数据管道，熟悉数据分析与复盘,数据分析师,data_analyst,高级/资深,
T_1243,未知,hard,out_of_graph,高级SaaS销售总监,做企业SaaS产品的销售，熟悉数据分析与复盘,销售经理,sales_manager,总监,
T_1244,未知,hard,out_of_graph,高级私募基金经理,管理PE基金，做一级市场投资，熟悉数据分析与复盘,投资经理,investment_manager,高级/资深,
T_1245,未知,hard,out_of_graph,ESG合规官,做ESG合规和可持续发展报告，熟悉数据分析与复盘,法务经理,legal_manager,高级/资深,合规
T_1246,未知,hard,out_of_graph,供应链数字化负责人,做供应链ERP和库存管理系统，熟悉数据分析与复盘,供应链经理,supply_chain_manager,负责人,
T_1247,未知,hard,out_of_graph,高级首席人才官,管全公司招聘和人才发展，熟悉数据分析与复盘,人力资源经理,hr_manager,C-level,
T_1248,未知,hard,out_of_graph,智能硬件产品总监,做IoT智能穿戴产品，熟悉数据分析与复盘,产品经理,product_manager,总监,硬件
T_1249,未知,hard,out_of_graph,高级MLOps工程师,做机器学习模型部署和运维，熟悉数据分析与复盘,算法工程师,algorithm_engineer,高级/资深,
T_1250,未知,hard,out_of_graph,高级RPA开发工程师,做流程自动化机器人，熟悉数据分析与复盘,软件工程师,software_engineer,高级/资深,
T_1251,未知,hard,out_of_graph,高级低代码平台产品经理,做低代码/无代码开发平台，熟悉数据分析与复盘,产品经理,product_manager,高级/资深,
T_1252,未知,hard,out_of_graph,高级Web3产品经理,做DeFi和NFT相关产品，熟悉数据分析与复盘,产品经理,product_manager,高级/资深,
T_1253,未知,hard,out_of_graph,高级财务BP,做业务财务分析，对接事业部，熟悉数据分析与复盘,财务经理,finance_manager,高级/资深,FP&A
T_1254,未知,hard,out_of_graph,高级区块链开发工程师,做智能合约和Solidity开发，熟悉数据分析与复盘,软件工程师,software_engineer,高级/资深,
T_1255,未知,hard,out_of_graph,高级机器人产品经理,做服务机器人的产品规划，熟悉数据分析与复盘,产品经理,product_manager,高级/资深,
T_1256,未知,hard,out_of_graph,智能座舱算法工程师,做车载语音和HMI交互，熟悉数据分析与复盘,算法工程师,algorithm_engineer,高级/资深,
T_1257,未知,hard,out_of_graph,高级全球化人事负责人,管海外团队的HR和薪酬福利，熟悉数据分析与复盘,人力资源经理,hr_manager,负责人,
T_1258,未知,hard,out_of_graph,新零售运营总监,做线上线下融合的新零售，熟悉数据分析与复盘,运营经理,operations_manager,总监,
T_1259,未知,hard,out_of_graph,高级元宇宙产品设计师,做VR/AR沉浸式体验设计，熟悉数据分析与复盘,设计师,designer,高级/资深,
T_1260,未知,hard,out_of_graph,技术合伙人,创业公司的技术合伙人，管研发，熟悉数据分析与复盘,软件工程师,software_engineer,高级/资深,
T_1261,产品,easy,L1,产品经理,我目前做C端产品，带过小团队,产品经理,product_manager,高级/资深,
T_1262,产品,easy,L1,PM,字节跳动做推荐产品的PM，带过小团队,产品经理,product_manager,高级/资深,
T_1263,产品,easy,L1,产品总监,管三条产品线，带过小团队,产品经理,product_manager,总监,
T_1264,产品,easy,L1,资深CPO,带过小团队,产品经理,product_manager,C-level,
T_1265,产品,easy,L1,资深AI产品经理,做大模型应用方向，带过小团队,产品经理,product_manager,高级/资深,AI
T_1266,运营,easy,L1,资深用户运营,带过小团队,运营经理,operations_manager,高级/资深,用户
T_1267,运营,easy,L1,运营总监,管整个运营部门，带过小团队,运营经理,operations_manager,总监,
T_1268,运营,easy,L1,增长经理,带过小团队,运营经理,operations_manager,高级/资深,增长
T_1269,运营,easy,L1,资深COO,负责全公司运营，带过小团队,运营经理,operations_manager,C-level,
T_1270,市场,easy,L1,资深品牌经理,带过小团队,市场经理,marketing_manager,高级/资深,品牌
T_1271,市场,easy,L1,资深CMO,带过小团队,市场经理,marketing_manager,C-level,
T_1272,人力资源,easy,L1,资深HRBP,对接技术团队，带过小团队,人力资源经理,hr_manager,高级/资深,HRBP
T_1273,人力资源,easy,L1,资深招聘经理,带过小团队,人力资源经理,hr_manager,高级/资深,招聘
T_1274,投资,easy,L1,资深投资总监,看AI赛道，带过小团队,投资经理,investment_manager,总监,
T_1275,投资,easy,L1,合伙人,基金的GP，带过小团队,投资经理,investment_manager,高级/资深,
T_1276,销售,easy,L1,资深BD经理,带过小团队,销售经理,sales_manager,高级/资深,BD
T_1277,销售,easy,L1,资深KA经理,负责大客户，带过小团队,销售经理,sales_manager,高级/资深,大客户
T_1278,财务,easy,L1,资深CFO,带过小团队,财务经理,finance_manager,C-level,
T_1279,数据分析,easy,L1,资深BI分析师,做Tableau报表，带过小团队,数据分析师,data_analyst,高级/资深,BI
T_1280,数据分析,hard,L3_ambiguous,资深CDO,首席数据官，管数据团队，带过小团队,设计师,designer,C-level,
T_1281,开发,easy,L1,资深前端工程师,3年React经验，带过小团队,软件工程师,software_engineer,高级/资深,前端
T_1282,开发,easy,L1,资深CTO,创业公司CTO，带过小团队,软件工程师,software_engineer,C-level,
T_1283,开发,easy,L1,资深Java工程师,带过小团队,软件工程师,software_engineer,高级/资深,后端
T_1284,测试,easy,L1,资深QA工程师,带过小团队,测试工程师,test_engineer,高级/资深,
T_1285,算法,easy,L1,资深NLP工程师,做大模型，带过小团队,算法工程师,algorithm_engineer,高级/资深,NLP
T_1286,算法,easy,L1,资深推荐算法工程师,带过小团队,算法工程师,algorithm_engineer,高级/资深,推荐
T_1287,法务,easy,L1,法律顾问,带过小团队,法务经理,legal_manager,高级/资深,
T_1288,供应链,easy,L1,资深采购经理,带过小团队,供应链经理,supply_chain_manager,高级/资深,采购
T_1289,设计,easy,L1,资深UX设计师,带过小团队,设计师,designer,高级/资深,UX
T_1290,行政,easy,L1,资深行政助理,带过小团队,行政经理,admin_manager,高级/资深,
T_1291,产品,easy,L1,资深product manager,带过小团队,产品经理,product_manager,高级/资深,
T_1292,开发,easy,L1,资深tech lead,带5人后端，带过小团队,软件工程师,software_engineer,高级/资深,
T_1293,开发,easy,L1,资深云架构师,带过小团队,架构师,architect,高级/资深,云
T_1294,产品,easy,L1,资深项目经理,做技术项目，带过小团队,项目经理,project_manager,高级/资深,
T_1295,产品,easy,L1,资深TPM,Technical Program Manager，带过小团队,项目经理,project_manager,高级/资深,技术
T_1296,管理,easy,L1,资深CEO,带过小团队,总经理,general_manager,C-level,
T_1297,管理,easy,L1,资深事业部总经理,带过小团队,总经理,general_manager,高级,事业部
T_1298,供应链,easy,L1,资深结构工程师,带过小团队,机械工程师,mechanical_engineer,高级/资深,结构
T_1299,算法,easy,L1,AIGC工程师,带过小团队,算法工程师,algorithm_engineer,高级/资深,AIGC
T_1300,销售,easy,L1,资深客户成功经理,带过小团队,销售经理,sales_manager,高级/资深,客户成功
T_1301,产品,medium,L2,资深高级产品策划,带过小团队,产品经理,product_manager,高级/资深,
T_1302,产品,medium,L2,资深资深产品 owner,带过小团队,产品经理,product_manager,高级/资深,
T_1303,运营,medium,L2,资深高级内容运营,带过小团队,运营经理,operations_manager,高级/资深,内容
T_1304,运营,medium,L2,资深资深用户运营经理,带过小团队,运营经理,operations_manager,高级/资深,用户
T_1305,运营,medium,L2,资深首席增长官,公司用户增长负责人，带过小团队,运营经理,operations_manager,高级/资深,增长
T_1306,市场,medium,L2,资深高级品牌策划,带过小团队,市场经理,marketing_manager,高级/资深,品牌
T_1307,市场,medium,L2,资深资深营销经理,做数字营销，带过小团队,市场经理,marketing_manager,高级/资深,营销
T_1308,人力资源,medium,L2,资深高级招聘专员,带过小团队,人力资源经理,hr_manager,高级/资深,招聘
T_1309,人力资源,medium,L2,资深资深HRBP,带过小团队,人力资源经理,hr_manager,高级/资深,HRBP
T_1310,投资,medium,L2,资深高级投资分析师,看医疗赛道，带过小团队,投资经理,investment_manager,高级/资深,
T_1311,销售,medium,L2,资深高级BD专员,带过小团队,销售经理,sales_manager,高级/资深,BD
T_1312,销售,medium,L2,资深资深客户经理,带过小团队,销售经理,sales_manager,高级/资深,
T_1313,财务,medium,L2,资深高级审计经理,带过小团队,财务经理,finance_manager,高级/资深,审计
T_1314,数据分析,medium,L2,资深高级数据分析师,带过小团队,数据分析师,data_analyst,高级/资深,
T_1315,数据分析,medium,L2,资深资深商业分析师,做BI方向，带过小团队,数据分析师,data_analyst,高级/资深,商业分析
T_1316,开发,medium,L2,资深高级Go工程师,带过小团队,软件工程师,software_engineer,高级/资深,后端
T_1317,开发,medium,L2,资深资深DevOps工程师,带过小团队,软件工程师,software_engineer,高级/资深,DevOps
T_1318,开发,medium,L2,资深高级全栈工程师,带过小团队,软件工程师,software_engineer,高级/资深,
T_1319,测试,medium,L2,资深高级QA工程师,带过小团队,测试工程师,test_engineer,高级/资深,
T_1320,算法,medium,L2,资深资深NLP工程师,带过小团队,算法工程师,algorithm_engineer,高级/资深,NLP
T_1321,算法,medium,L2,高级推荐算法工程师,带过小团队,算法工程师,algorithm_engineer,高级/资深,推荐
T_1322,法务,medium,L2,高级合规经理,带过小团队,法务经理,legal_manager,高级/资深,合规
T_1323,供应链,medium,L2,资深高级采购经理,带过小团队,供应链经理,supply_chain_manager,高级/资深,采购
T_1324,设计,medium,L2,资深UI设计师,带过小团队,设计师,designer,高级/资深,UI
T_1325,设计,medium,L2,资深高级交互设计师,带过小团队,设计师,designer,高级/资深,交互
T_1326,行政,medium,L2,资深高级行政专员,带过小团队,行政经理,admin_manager,高级/资深,
T_1327,开发,medium,L2,高级系统架构师,带过小团队,架构师,architect,高级/资深,系统
T_1328,管理,medium,L2,高级业务总监,带过小团队,总经理,general_manager,高级/资深,
T_1329,产品,medium,L2,资深高级项目经理,带过小团队,项目经理,project_manager,高级/资深,
T_1330,供应链,medium,L2,资深高级硬件工程师,做消费电子，带过小团队,机械工程师,mechanical_engineer,高级/资深,硬件
T_1331,运营,medium,L2,资深高级直播运营经理,带过小团队,运营经理,operations_manager,高级/资深,直播
T_1332,销售,medium,L2,资深资深售前顾问,带过小团队,销售经理,sales_manager,高级/资深,售前
T_1333,算法,medium,L2,资深首席大模型工程师,带过小团队,算法工程师,algorithm_engineer,高级/资深,大模型
T_1334,开发,medium,L2,资深初级前端工程师,应届生，带过小团队,软件工程师,software_engineer,初级/助理,前端
T_1335,财务,medium,L2,资深资深FP&A经理,带过小团队,财务经理,finance_manager,高级/资深,FP&A
T_1336,人力资源,medium,L2,高级OD经理,带过小团队,人力资源经理,hr_manager,高级/资深,OD
T_1337,开发,medium,L2,资深资深iOS工程师,做社交APP，带过小团队,软件工程师,software_engineer,高级/资深,移动端
T_1338,运营,medium,L2,高级电商运营,带过小团队,运营经理,operations_manager,高级/资深,电商
T_1339,设计,medium,L2,资深视觉设计师,带过小团队,设计师,designer,高级/资深,视觉
T_1340,测试,medium,L2,资深资深自动化测试工程师,带过小团队,测试工程师,test_engineer,高级/资深,自动化
T_1341,产品,hard,L3,做用户研究和竞品分析的人,在产品部门，用Axure画原型，带过小团队,产品经理,product_manager,高级/资深,
T_1342,产品,hard,L3,资深需求分析师,写PRD和需求文档，做产品方向，带过小团队,产品经理,product_manager,高级/资深,
T_1343,运营,hard,L3,资深社群增长专家,负责私域社群拉新和用户增长，用AB测试优化转化，带过小团队,运营经理,operations_manager,专家,
T_1344,运营,hard,L3,资深抖音内容负责人,管理短视频团队做内容运营，带过小团队,运营经理,operations_manager,负责人,内容
T_1345,运营,hard,L3,资深小红书运营,做品牌种草和内容策划，带过小团队,运营经理,operations_manager,高级/资深,
T_1346,市场,hard,L3,资深SEM投放专家,在市场部做搜索引擎投放和媒介优化，带过小团队,市场经理,marketing_manager,专家,
T_1347,市场,hard,L3,资深整合营销负责人,品牌策略、内容营销、公关传播全都管，带过小团队,市场经理,marketing_manager,负责人,营销
T_1348,人力资源,hard,L3,资深企业文化官,负责企业文化建设、员工关系和雇主品牌，带过小团队,人力资源经理,hr_manager,高级/资深,
T_1349,人力资源,hard,L3,资深人才发展专家,做人才盘点和组织发展，带过小团队,人力资源经理,hr_manager,专家,
T_1350,投资,hard,L3,资深行研分析师,做尽职调查和估值分析，看科技赛道，带过小团队,投资经理,investment_manager,高级/资深,
T_1351,销售,hard,L3,资深客户关系维护经理,做大客户维护，CRM管理，带过小团队,销售经理,sales_manager,高级/资深,大客户
T_1352,销售,hard,L3,资深解决方案总监,做售前方案呈现和商务谈判，带过小团队,销售经理,sales_manager,总监,售前
T_1353,财务,hard,L3,预算管理经理,负责全公司预算和财务报表，带过小团队,财务经理,finance_manager,高级/资深,FP&A
T_1354,数据分析,hard,L3,资深数据可视化专家,用Tableau和PowerBI做报表，SQL取数，带过小团队,数据分析师,data_analyst,专家,
T_1355,数据分析,hard,L3,资深AB测试分析师,做数据建模和统计分析，带过小团队,数据分析师,data_analyst,高级/资深,
T_1356,开发,hard,L3,微服务开发负责人,用Spring Cloud + K8s做微服务，管Docker容器，带过小团队,软件工程师,software_engineer,负责人,
T_1357,开发,hard,L3,CI/CD工程师,做持续集成和自动化部署，带过小团队,软件工程师,software_engineer,高级/资深,DevOps
T_1358,开发,hard,L3,资深分布式系统专家,做高可用和性能优化，带过小团队,架构师,architect,专家,
T_1359,测试,hard,L3,资深自动化框架开发,用Selenium和JMeter做测试，接口测试和持续集成，带过小团队,测试工程师,test_engineer,高级/资深,测试开发
T_1360,算法,hard,L3,资深深度学习研究员,发顶会论文，做PyTorch和机器学习，CV方向，带过小团队,算法工程师,algorithm_engineer,高级/资深,CV
T_1361,算法,hard,L3,资深搜索引擎算法,做搜索排序和推荐系统，特征工程，带过小团队,算法工程师,algorithm_engineer,高级/资深,推荐
T_1362,法务,hard,L3,数据隐私顾问,做合规管理和数据隐私，了解GDPR，带过小团队,法务经理,legal_manager,高级/资深,数据合规
T_1363,供应链,hard,L3,资深精益生产顾问,做工厂精益生产和质量管理，控制成本，带过小团队,供应链经理,supply_chain_manager,高级/资深,生产
T_1364,设计,hard,L3,资深用研专家,做用户研究和交互设计，建设设计系统，带过小团队,设计师,designer,专家,UX
T_1365,行政,hard,L3,办公管理负责人,管行政和差旅管理，做会议组织，带过小团队,行政经理,admin_manager,负责人,
T_1366,管理,hard,L3,资深战略规划总监,做战略管理和业务规划，带过小团队,总经理,general_manager,总监,
T_1367,产品,hard,L3,敏捷教练,推Scrum和敏捷开发，用JIRA管项目，带过小团队,项目经理,project_manager,高级/资深,
T_1368,供应链,hard,L3,CAE仿真专家,用SolidWorks做结构设计和公差分析，带过小团队,机械工程师,mechanical_engineer,专家,仿真
T_1369,开发,hard,L3,资深云原生架构专家,做云原生和中间件，技术选型，带过小团队,架构师,architect,专家,云
T_1370,算法,hard,L3,感知融合工程师,做自动驾驶的感知算法和SLAM，带过小团队,算法工程师,algorithm_engineer,高级/资深,自动驾驶
T_1371,跨领域,hard,L3_ambiguous,资深数据产品经理,在数据部门做数据产品，带过小团队,数据分析师,data_analyst,高级/资深,数据产品
T_1372,跨领域,hard,L3_ambiguous,资深渠道经理,做销售渠道管理，带过小团队,市场经理,marketing_manager,高级/资深,渠道
T_1373,跨领域,hard,L3_ambiguous,资深前端架构师,做前端技术架构，带过小团队,架构师,architect,高级/资深,前端
T_1374,跨领域,hard,L3_ambiguous,嵌入式工程师,做智能硬件的嵌入式开发，带过小团队,软件工程师,software_engineer,高级/资深,嵌入式
T_1375,未知,hard,out_of_graph,资深增长黑客,用数据驱动做用户增长，带过小团队,运营经理,operations_manager,高级/资深,增长
T_1376,未知,hard,out_of_graph,资深全栈产品设计师,又做UX又做UI还写点前端，带过小团队,设计师,designer,高级/资深,
T_1377,未知,hard,out_of_graph,资深AI训练师,做大模型的RLHF标注和prompt工程，带过小团队,算法工程师,algorithm_engineer,高级/资深,大模型
T_1378,未知,hard,out_of_graph,资深Prompt工程师,做大模型prompt优化，带过小团队,算法工程师,algorithm_engineer,高级/资深,大模型
T_1379,未知,hard,out_of_graph,资深数字化转型负责人,推公司数字化转型，管IT和数据，带过小团队,总经理,general_manager,负责人,
T_1380,未知,hard,out_of_graph,资深出海运营负责人,做东南亚市场的本地化运营，带过小团队,运营经理,operations_manager,负责人,海外
