pair_id,anchor,positive,positive_id,hard_negative,hard_negative_id,random_negative,random_negative_id,category,generation_type
P008634,ASR工程,算法工程师,algorithm_engineer,嵌入式开发,software_engineer,雇主品牌经理,hr_manager,算法,T6_typo
P008635,高级测试工程师，上一段在美团,测试工程师,test_engineer,SRE工程师,software_engineer,海外市场经理,marketing_manager,测试,T7_context
P008636,DesignL ead,设计师,designer,数据运营经理,data_analyst,BD专员,sales_manager,设计,T6_typo
P008637,HR(senior),人力资源经理,hr_manager,综合管理,admin_manager,Motion Designer,designer,人力资源,T5_en_zh_mix
P008638,COE,总经理,general_manager,海外营销经理,marketing_manager,审计负责人,finance_manager,管理,T6_typo
P008639,事业部总经理，偏管理岗,总经理,general_manager,私域运营经理,operations_manager,解决方案架构师,architect,管理,T7_context
P008640,产品运营 经理,运营经理,operations_manager,CDO,data_analyst,生产经理,supply_chain_manager,运营,T6_typo
P008641,类似CDO这种的,设计师,designer,数据分析负责人,data_analyst,薪酬福利经理,hr_manager,设计,T4_colloquial
P008642,策略运营负责人方向,运营经理,operations_manager,商业分析师,data_analyst,品牌总监,marketing_manager,运营,T4_colloquial
P008643,搞投资主管的同事,投资经理,investment_manager,审计负责人,finance_manager,人力总监,hr_manager,投资,T4_colloquial
P008644,初级市场负责人助理,市场经理,marketing_manager,客户经理,sales_manager,结构工程师,mechanical_engineer,市场,T2_seniority
P008645,高级行政专员主管,行政经理,admin_manager,企业文化负责人,hr_manager,光学工程师,mechanical_engineer,行政,T2_seniority
P008646,Principal 行政经理总监,行政经理,admin_manager,TA经理,hr_manager,资深测试工程师,test_engineer,行政,T2_seniority
P008647,首席资深机械工程师leader,机械工程师,mechanical_engineer,高级供应链经理,supply_chain_manager,合伙人,investment_manager,供应链,T2_seniority
P008648,客户端开发，上一段在美团,软件工程师,software_engineer,Cloud Architect,architect,数据运营经理,data_analyst,开发,T7_context
P008649,市场总监这块,市场经理,marketing_manager,销售负责人,sales_manager,UI设计师,designer,市场,T4_colloquial
P008650,私域运营经理，带过 20+ 人团队,运营经理,operations_manager,Data Analyst,data_analyst,GM,general_manager,运营,T7_context
P008651,共公事务经理,行政经理,admin_manager,HRBP,hr_manager,测试VP,test_engineer,行政,T6_typo
P008652,实施经理，在字节做推荐,项目经理,project_manager,产品 lead,product_manager,品质经理,supply_chain_manager,产品,T7_context
P008653,Junior HR经理,人力资源经理,hr_manager,后勤主管,admin_manager,数据专员,data_analyst,人力资源,T2_seniority
P008654,搞风控总监的,投资经理,investment_manager,高级财务经理,finance_manager,LLM工程师,algorithm_engineer,投资,T4_colloquial
P008655,C端算法专家,算法工程师,algorithm_engineer,运维负责人,software_engineer,HR负责人,hr_manager,算法,T3_domain
P008656,HR,人力资源经理,hr_manager,后勤主管,admin_manager,数据挖掘工程师,algorithm_engineer,人力资源,T5_en_zh_mix
P008657,做行政总监的,行政经理,admin_manager,HRVP,hr_manager,高级法务经理,legal_manager,行政,T4_colloquial
P008658,SRE工程师,软件工程师,software_engineer,前端架构师,architect,资深设计师,designer,开发,T1_raw
P008659,人力资源业务伙伴，负责 AI 产品方向,人力资源经理,hr_manager,总裁秘书,admin_manager,前端 leader,software_engineer,人力资源,T7_context
P008660,PI经理,法务经理,legal_manager,审计经理,finance_manager,雇主品牌经理,hr_manager,法务,T6_typo
P008661,首席供应链负责人VP,供应链经理,supply_chain_manager,Mechanical Engineer,mechanical_engineer,高级运营经理,operations_manager,供应链,T2_seniority
P008662,Principal 资深项目经理总监,项目经理,project_manager,C端产品经理,product_manager,测试专员,test_engineer,产品,T2_seniority
P008663,做Talent Acquisition的,人力资源经理,hr_manager,行政助理,admin_manager,BA,data_analyst,人力资源,T4_colloquial
P008664,平台架构师，大厂背景,架构师,architect,游戏客户端工程师,software_engineer,Data Analyst,data_analyst,开发,T7_context
P008665,产主品管,产品经理,product_manager,PMO总监,project_manager,Mechanical Engineer,mechanical_engineer,产品,T6_typo
P008666,首席高级运营经理,运营经理,operations_manager,数据分析经理,data_analyst,FP&A经理,finance_manager,运营,T2_seniority
P008667,我们公司做交付经理,项目经理,project_manager,C端产品经理,product_manager,投资VP,investment_manager,产品,T4_colloquial
P008668,产品工程,产品经理,product_manager,项目总监,project_manager,Motion Designer,designer,产品,T6_typo
P008669,产品 owner,产品经理,product_manager,交付经理,project_manager,成本经理,finance_manager,产品,T1_raw
P008670,中级项目主管,项目经理,project_manager,产品经理,product_manager,策略运营,operations_manager,产品,T2_seniority
P008671,大模型程工师,算法工程师,algorithm_engineer,基础架构工程师,software_engineer,移动端测试工程师,test_engineer,算法,T6_typo
P008672,做Graphic Designer的哥们,设计师,designer,测试VP,test_engineer,资深机械工程师,mechanical_engineer,设计,T4_colloquial
P008673,数据负责人这块,数据分析师,data_analyst,产品运营,operations_manager,企业文化负责人,hr_manager,数据分析,T4_colloquial
P008674,COT,软件工程师,software_engineer,解决方案架构师,architect,Design Lead,designer,开发,T6_typo
P008675,CIO，大厂背景,总经理,general_manager,审计经理,finance_manager,创意总监,designer,管理,T7_context
P008676,大模型工程师，在阿里做 B 端,算法工程师,algorithm_engineer,中间件工程师,software_engineer,QA工程师,test_engineer,算法,T7_context
P008677,搞Chief Architect的同事,架构师,architect,运维工程师,software_engineer,测试总监,test_engineer,开发,T4_colloquial
P008678,B端设计师,设计师,designer,安全负责人,software_engineer,知识产权经理,legal_manager,设计,T3_domain
P008679,BD负责人这块,销售经理,sales_manager,海外营销经理,marketing_manager,Data Analyst,data_analyst,销售,T4_colloquial
P008680,招一个做财务副总裁的,财务经理,finance_manager,合规经理,legal_manager,Talent Acquisition,hr_manager,财务,T4_colloquial
P008681,中级高级运营经理,运营经理,operations_manager,BI经理,data_analyst,战投经理,investment_manager,运营,T2_seniority
P008682,做仿真工程师的哥们,机械工程师,mechanical_engineer,供应链经理,supply_chain_manager,实施经理,project_manager,供应链,T4_colloquial
P008683,搞达人运营的同事,运营经理,operations_manager,数据VP,data_analyst,财务经理,finance_manager,运营,T4_colloquial
P008684,Principal QA专员,测试工程师,test_engineer,开发工程师,software_engineer,专利工程师,legal_manager,测试,T2_seniority
P008685,做业务分析师的哥们,数据分析师,data_analyst,资深运营,operations_manager,采购专员,supply_chain_manager,数据分析,T4_colloquial
P008686,项目经理，在阿里做 B 端,项目经理,project_manager,产品总监,product_manager,服务设计师,designer,产品,T7_context
P008687,级高财务经理,财务经理,finance_manager,投资专员,investment_manager,直播运营经理,operations_manager,财务,T6_typo
P008688,市推场广经理,市场经理,marketing_manager,Sales Manager,sales_manager,设计总监,designer,市场,T6_typo
P008689,搞客户经理的,销售经理,sales_manager,海外市场经理,marketing_manager,海外业务负责人,general_manager,销售,T4_colloquial
P008690,我们公司做项目经理,项目经理,project_manager,产品经理,product_manager,游戏客户端工程师,software_engineer,产品,T4_colloquial
P008691,人力负责人，汇报给 CEO,人力资源经理,hr_manager,行政专员,admin_manager,区域业务负责人,general_manager,人力资源,T7_context
P008692,投资主管,投资经理,investment_manager,财务VP,finance_manager,数据运营,data_analyst,投资,T1_raw
P008693,高级客户经理leader,销售经理,sales_manager,品牌总监,marketing_manager,高级数据分析师,data_analyst,销售,T2_seniority
P008694,高级设计师，偏管理岗,设计师,designer,数据负责人,data_analyst,Data Architect,architect,设计,T7_context
P008695,做product manager的,产品经理,product_manager,项目经理,project_manager,培训负责人,hr_manager,产品,T4_colloquial
P008696,光学工程师，在腾讯带 10 人团队,机械工程师,mechanical_engineer,供应链负责人,supply_chain_manager,Marketing Head,marketing_manager,供应链,T7_context
P008697,会计经理，之前做过开发,财务经理,finance_manager,并购经理,investment_manager,投资VP,investment_manager,财务,T7_context
P008698,工程项目经理，大厂背景,项目经理,project_manager,商业化产品经理,product_manager,数据分析负责人,data_analyst,产品,T7_context
P008699,Junior Project Manager总监,项目经理,project_manager,B端产品经理,product_manager,财务主管,finance_manager,产品,T2_seniority
P008700,招一个做物流经理的,供应链经理,supply_chain_manager,硬件设计工程师,mechanical_engineer,法务VP,legal_manager,供应链,T4_colloquial
P008701,审计经理，汇报给 CEO,财务经理,finance_manager,合规经理,legal_manager,数据负责人,data_analyst,财务,T7_context
P008702,BU负责人，大厂背景,总经理,general_manager,财务VP,finance_manager,数据质量经理,data_analyst,管理,T7_context
P008703,招一个做研发总监的,软件工程师,software_engineer,架构负责人,architect,高级投资经理,investment_manager,开发,T4_colloquial
P008704,搞Marketing Head的同事,市场经理,marketing_manager,VP Sales,sales_manager,CDO,designer,市场,T4_colloquial
P008705,大区经里,销售经理,sales_manager,营销负责人,marketing_manager,工厂经理,supply_chain_manager,销售,T6_typo
P008706,我们公司做资金经理,财务经理,finance_manager,法务经理,legal_manager,SLAM工程师,algorithm_engineer,财务,T4_colloquial
P008707,Business Analyst，跨部门协作多,数据分析师,data_analyst,运营VP,operations_manager,动效设计师,designer,数据分析,T7_context
P008708,管理合伙人，大厂背景,投资经理,investment_manager,审计负责人,finance_manager,数据产品经理,data_analyst,投资,T7_context
P008709,首席供应链负责人,供应链经理,supply_chain_manager,硬件VP,mechanical_engineer,自动化测试负责人,test_engineer,供应链,T2_seniority
P008710,商业能智分析师,数据分析师,data_analyst,直播运营,operations_manager,AI后端工程师,software_engineer,数据分析,T6_typo
P008711,KOL运营,运营经理,operations_manager,BI分析师,data_analyst,基金经理,investment_manager,运营,T1_raw
P008712,负责执行董事,总经理,general_manager,董事长秘书,admin_manager,投资负责人,investment_manager,管理,T4_colloquial
P008713,类似合规负责人这种的,法务经理,legal_manager,财务经理,finance_manager,硬件主管,mechanical_engineer,法务,T4_colloquial
P008714,商业化市场主管,市场经理,marketing_manager,商务拓展经理,sales_manager,首席技术官,software_engineer,市场,T3_domain
P008715,中级开发负责人,软件工程师,software_engineer,架构负责人,architect,设计总监,designer,开发,T2_seniority
P008716,产品PV,产品经理,product_manager,技术项目经理,project_manager,渠道销售经理,sales_manager,产品,T6_typo
P008717,Senior 投资负责人,投资经理,investment_manager,成本经理,finance_manager,品牌公关总监,marketing_manager,投资,T2_seniority
P008718,BU负责人，带过 20+ 人团队,总经理,general_manager,审计负责人,finance_manager,争议解决律师,legal_manager,管理,T7_context
P008719,数据分析负责人，上一段在美团,数据分析师,data_analyst,新媒体运营,operations_manager,私域运营,operations_manager,数据分析,T7_context
P008720,Android工程师，IC 路线,软件工程师,software_engineer,安全架构师,architect,行政主管,admin_manager,开发,T7_context
P008721,做项目经理的哥们,项目经理,project_manager,后台产品经理,product_manager,商业智能分析师,data_analyst,产品,T4_colloquial
P008722,董事长秘书,行政经理,admin_manager,OD经理,hr_manager,人力经理,hr_manager,行政,T1_raw
P008723,SaaSPMO,项目经理,project_manager,产品主管,product_manager,运营 head,operations_manager,产品,T3_domain
P008724,物流负责人,供应链经理,supply_chain_manager,硬件主管,mechanical_engineer,质量总监,test_engineer,供应链,T1_raw
P008725,做M&A经理的,投资经理,investment_manager,财务副总裁,finance_manager,Business Analyst,data_analyst,投资,T4_colloquial
P008726,中级Test Engineer,测试工程师,test_engineer,技术负责人,software_engineer,Marketing Head,marketing_manager,测试,T2_seniority
P008727,搞预算经理的同事,财务经理,finance_manager,投资经理,investment_manager,法务总监,legal_manager,财务,T4_colloquial
P008728,搞审计负责人的同事,财务经理,finance_manager,CLO,legal_manager,设计总监,designer,财务,T4_colloquial
P008729,副高级架构师,架构师,architect,前端开发,software_engineer,QA,test_engineer,开发,T2_seniority
P008730,数据治理经理，在阿里做 B 端,数据分析师,data_analyst,内容运营,operations_manager,大客户经理,sales_manager,数据分析,T7_context
P008731,测试管主,测试工程师,test_engineer,CTO,software_engineer,高级项目经理,project_manager,测试,T6_typo
P008732,风控经理，跨部门协作多,投资经理,investment_manager,财务专员,finance_manager,CMO,marketing_manager,投资,T7_context
P008733,KA经理,销售经理,sales_manager,营销经理,marketing_manager,质量经理,supply_chain_manager,销售,T1_raw
P008734,搞人事主管的,人力资源经理,hr_manager,Executive Assistant,admin_manager,法务专员,legal_manager,人力资源,T4_colloquial
P008735,算法专家方向,算法工程师,algorithm_engineer,研发工程师,software_engineer,品牌经理,marketing_manager,算法,T4_colloquial
P008736,PM负O责人,项目经理,project_manager,CPO,product_manager,Executive Assistant,admin_manager,产品,T6_typo
P008737,Business Anaylst,数据分析师,data_analyst,海外增长运营,operations_manager,投资专员,investment_manager,数据分析,T6_typo
P008738,程序员，大厂背景,软件工程师,software_engineer,高级架构师,architect,中台负责人,general_manager,开发,T7_context
P008739,SaaS部门负责人,总经理,general_manager,公共事务经理,admin_manager,首席财务官,finance_manager,管理,T3_domain
P008740,产品运营经理，在字节做推荐,运营经理,operations_manager,数据VP,data_analyst,招聘总监,hr_manager,运营,T7_context
P008741,策略高级数据分析师,数据分析师,data_analyst,高级运营经理,operations_manager,SRE工程师,software_engineer,数据分析,T3_domain
P008742,Junior 法务经理主管,法务经理,legal_manager,审计经理,finance_manager,机械负责人,mechanical_engineer,法务,T2_seniority
P008743,资深高级运营经理,运营经理,operations_manager,CDO,data_analyst,解决方案经理,sales_manager,运营,T2_seniority
P008744,内容运营 经理,运营经理,operations_manager,数据分析师,data_analyst,EA,admin_manager,运营,T6_typo
P008745,中级QA,测试工程师,test_engineer,基础架构工程师,software_engineer,公关经理,marketing_manager,测试,T2_seniority
P008746,Web3机器学习工程师,算法工程师,algorithm_engineer,固件工程师,software_engineer,知识产权经理,legal_manager,算法,T3_domain
P008747,供应链负责人,供应链经理,supply_chain_manager,资深机械工程师,mechanical_engineer,TPM,project_manager,供应链,T1_raw
P008748,销售VP，年包 60-80w,销售经理,sales_manager,数字营销经理,marketing_manager,业务负责人,general_manager,销售,T7_context
P008749,资金负责人，大厂背景,财务经理,finance_manager,DPO,legal_manager,人力资源经理,hr_manager,财务,T7_context
P008750,类似绩效经理这种的,人力资源经理,hr_manager,行政专员,admin_manager,CSO,sales_manager,人力资源,T4_colloquial
P008751,电商运营，偏管理岗,运营经理,operations_manager,BI负责人,data_analyst,测试经理,test_engineer,运营,T7_context
P008752,合规总监岗位,法务经理,legal_manager,审计负责人,finance_manager,高级项目经理,project_manager,法务,T4_colloquial
P008753,Qaulity Assurance,测试工程师,test_engineer,安全工程师,software_engineer,SLAM工程师,algorithm_engineer,测试,T6_typo
P008754,海市外场经理,市场经理,marketing_manager,全国销售运营负责人,sales_manager,ML Engineer,algorithm_engineer,市场,T6_typo
P008755,测试经理，偏管理岗,测试工程师,test_engineer,游戏开发工程师,software_engineer,运营专员,operations_manager,测试,T7_context
P008756,Junior 算法负责人,算法工程师,algorithm_engineer,iOS工程师,software_engineer,测试负责人,test_engineer,算法,T2_seniority
P008757,金资负责人,财务经理,finance_manager,法务专员,legal_manager,法务专员,legal_manager,财务,T6_typo
P008758,安全工程师方向,软件工程师,software_engineer,架构总监,architect,合规负责人,legal_manager,开发,T4_colloquial
P008759,总裁，在阿里做 B 端,总经理,general_manager,战略投资经理,investment_manager,Solution Architect,architect,管理,T7_context
P008760,海外经总理,总经理,general_manager,商业化产品经理,product_manager,专利工程师,legal_manager,管理,T6_typo
P008761,数据分析经理，在腾讯带 10 人团队,数据分析师,data_analyst,私域运营,operations_manager,全国销售负责人,sales_manager,数据分析,T7_context
P008762,产品运营,运营经理,operations_manager,数据主管,data_analyst,AI工程师,algorithm_engineer,运营,T1_raw
P008763,首席资深算法工程师主管,算法工程师,algorithm_engineer,音视频工程师,software_engineer,产品设计师,designer,算法,T2_seniority
P008764,SaaS高级项目经理,项目经理,project_manager,产品主管,product_manager,会计,finance_manager,产品,T3_domain
P008765,测试专员，汇报给 CEO,测试工程师,test_engineer,客户端开发,software_engineer,KOL运营,operations_manager,测试,T7_context
P008766,team leader岗位,软件工程师,software_engineer,IT架构师,architect,测试开发工程师,test_engineer,开发,T4_colloquial
P008767,做预算经理的,财务经理,finance_manager,高级法务经理,legal_manager,机械结构工程师,mechanical_engineer,财务,T4_colloquial
P008768,项目经里,项目经理,project_manager,CPO,product_manager,学习与发展经理,hr_manager,产品,T6_typo
P008769,我们公司做产品VP,产品经理,product_manager,TPM,project_manager,法务负责人,legal_manager,产品,T4_colloquial
P008770,负责高级数据分析师,数据分析师,data_analyst,海外增长运营,operations_manager,嵌入式硬件工程师,mechanical_engineer,数据分析,T4_colloquial
P008771,SaaS销售主管,销售经理,sales_manager,渠道经理,marketing_manager,ID设计师,designer,销售,T3_domain
P008772,投后管理负责人,投资经理,investment_manager,高级财务经理,finance_manager,测试工程师,test_engineer,投资,T1_raw
P008773,资深算法工程师这块,算法工程师,algorithm_engineer,后端开发,software_engineer,业务总监,general_manager,算法,T4_colloquial
P008774,搞中后台负责人的同事,总经理,general_manager,并购经理,investment_manager,设计VP,designer,管理,T4_colloquial
P008775,项经目理,项目经理,project_manager,高级产品经理,product_manager,DPO,legal_manager,产品,T6_typo
P008776,工程项目经理，之前做过开发,项目经理,project_manager,B端产品经理,product_manager,Mechanical Engineer,mechanical_engineer,产品,T7_context
P008777,做质量总监的哥们,测试工程师,test_engineer,iOS工程师,software_engineer,运营经理,operations_manager,测试,T4_colloquial
P008778,CLO,法务经理,legal_manager,预算经理,finance_manager,高级市场经理,marketing_manager,法务,T1_raw
P008779,资深算法工程师，在腾讯带 10 人团队,算法工程师,algorithm_engineer,开发工程师,software_engineer,项目VP,project_manager,算法,T7_context
P008780,初级资深项目经理,项目经理,project_manager,商业化产品经理,product_manager,税务负责人,finance_manager,产品,T2_seniority
P008781,医疗设计 leader,设计师,designer,算法总监,algorithm_engineer,DPO,legal_manager,设计,T3_domain
P008782,游戏投资专员,投资经理,investment_manager,高级财务经理,finance_manager,全国销售运营负责人,sales_manager,投资,T3_domain
P008783,用户增长,运营经理,operations_manager,BI负责人,data_analyst,PR经理,marketing_manager,运营,T1_raw
P008784,成本会计，年包 60-80w,财务经理,finance_manager,投资VP,investment_manager,办公室主任,admin_manager,财务,T7_context
P008785,自动驾驶供应链主管,供应链经理,supply_chain_manager,机械主管,mechanical_engineer,社区运营,operations_manager,供应链,T3_domain
P008786,SLAM工师程,算法工程师,algorithm_engineer,Python开发,software_engineer,审计负责人,finance_manager,算法,T6_typo
P008787,金融投资助理,投资经理,investment_manager,内审经理,finance_manager,人力资源总监,hr_manager,投资,T3_domain
P008788,高级销售经理，汇报给 CEO,销售经理,sales_manager,市场主管,marketing_manager,机械主管,mechanical_engineer,销售,T7_context
P008789,感知算法岗位,算法工程师,algorithm_engineer,Software Engineer,software_engineer,海外销售经理,sales_manager,算法,T4_colloquial
P008790,Senior 会计主管专员,财务经理,finance_manager,战略投资负责人,investment_manager,中台负责人,general_manager,财务,T2_seniority
P008791,做机器人算法工程师的哥们,算法工程师,algorithm_engineer,工程VP,software_engineer,投资总监,investment_manager,算法,T4_colloquial
P008792,AI后端工师程,软件工程师,software_engineer,Architect,architect,KOL运营,operations_manager,开发,T6_typo
P008793,中级机械主管,机械工程师,mechanical_engineer,供应商质量工程师,supply_chain_manager,商业分析师,data_analyst,供应链,T2_seniority
P008794,教育设计师,设计师,designer,后端开发,software_engineer,数据治理经理,data_analyst,设计,T3_domain
P008795,招一个做区域业务负责人的,总经理,general_manager,财务专员,finance_manager,高级数据分析师,data_analyst,管理,T4_colloquial
P008796,风控负责人，在阿里做 B 端,投资经理,investment_manager,高级财务经理,finance_manager,司库,finance_manager,投资,T7_context
P008797,销售主管,销售经理,sales_manager,数字营销经理,marketing_manager,产品主管,product_manager,销售,T1_raw
P008798,负责AI产品负责人,产品经理,product_manager,PMO总监,project_manager,联合创始人,general_manager,产品,T4_colloquial
P008799,人力负责人，负责 AI 产品方向,人力资源经理,hr_manager,行政专员,admin_manager,后勤主管,admin_manager,人力资源,T7_context
P008800,游戏销售主管,销售经理,sales_manager,品牌策划,marketing_manager,招聘经理,hr_manager,销售,T3_domain
P008801,全国销售负责人，大厂背景,销售经理,sales_manager,品牌负责人,marketing_manager,AIGC工程师,algorithm_engineer,销售,T7_context
P008802,Web3部门负责人,总经理,general_manager,BD经理,sales_manager,用户运营负责人,operations_manager,管理,T3_domain
P008803,会计主管，偏管理岗,财务经理,finance_manager,战投经理,investment_manager,人力资源经理,hr_manager,财务,T7_context
P008804,产品负责人，大厂背景,产品经理,product_manager,项目专员,project_manager,Interaction Designer,designer,产品,T7_context
P008805,副数据分析负责人专家,数据分析师,data_analyst,海外运营经理,operations_manager,诉讼律师,legal_manager,数据分析,T2_seniority
P008806,教育product manager,产品经理,product_manager,项目助理,project_manager,雇主品牌经理,hr_manager,产品,T3_domain
P008807,Principal 人力负责人,人力资源经理,hr_manager,行政负责人,admin_manager,高级算法工程师,algorithm_engineer,人力资源,T2_seniority
P008808,BU负责人，之前做过开发,总经理,general_manager,市场主管,marketing_manager,物流经理,supply_chain_manager,管理,T7_context
P008809,资深高级项目经理助理,项目经理,project_manager,产品策划,product_manager,CIO,general_manager,产品,T2_seniority
P008810,产品主管，刚毕业 3 年,产品经理,product_manager,项目经理,project_manager,客户成功负责人,sales_manager,产品,T7_context
P008811,C端市场经理,市场经理,marketing_manager,销售主管,sales_manager,投后管理负责人,investment_manager,市场,T3_domain
P008812,designer,设计师,designer,Solution Architect,architect,策略产品经理,product_manager,设计,T5_en_zh_mix
P008813,成本经理这块,财务经理,finance_manager,投后经理,investment_manager,高级投资经理,investment_manager,财务,T4_colloquial
P008814,资深数据分析师,数据分析师,data_analyst,电商运营,operations_manager,公关经理,marketing_manager,数据分析,T1_raw
P008815,类似基金经理这种的,投资经理,investment_manager,会计,finance_manager,UI设计师,designer,投资,T4_colloquial
P008816,公共事务经理,行政经理,admin_manager,人力经理,hr_manager,品牌公关总监,marketing_manager,行政,T1_raw
P008817,图像算法工程师这块,算法工程师,algorithm_engineer,Developer,software_engineer,测试VP,test_engineer,算法,T4_colloquial
P008818,培训负责人，带过 20+ 人团队,人力资源经理,hr_manager,董事长秘书,admin_manager,计划经理,supply_chain_manager,人力资源,T7_context
P008819,UE开发,软件工程师,software_engineer,System Architect,architect,测试总监,test_engineer,开发,T1_raw
P008820,搞会计主管的,财务经理,finance_manager,争议解决律师,legal_manager,物流负责人,supply_chain_manager,财务,T4_colloquial
P008821,BD经里,销售经理,sales_manager,品牌负责人,marketing_manager,总经理,general_manager,销售,T6_typo
P008822,硬件技术总监,机械工程师,mechanical_engineer,采购经理,supply_chain_manager,BI负责人,data_analyst,供应链,T1_raw
P008823,数据产品负责人，跨部门协作多,产品经理,product_manager,技术项目经理,project_manager,M&A经理,investment_manager,产品,T7_context
P008824,Junior 算法主管VP,算法工程师,algorithm_engineer,中间件工程师,software_engineer,后勤经理,admin_manager,算法,T2_seniority
P008825,Junior 总经理VP,总经理,general_manager,渠道销售负责人,sales_manager,政府关系经理,admin_manager,管理,T2_seniority
P008826,UX DESIGNER,设计师,designer,数据专员,data_analyst,技术主管,software_engineer,设计,T5_en_zh_mix
P008827,测试开发工程师，年包 60-80w,测试工程师,test_engineer,React Native工程师,software_engineer,CEO,general_manager,测试,T7_context
P008828,需求计划经理，刚毕业 3 年,供应链经理,supply_chain_manager,CAE工程师,mechanical_engineer,市场推广经理,marketing_manager,供应链,T7_context
P008829,负责采购经理,供应链经理,supply_chain_manager,高级机械工程师,mechanical_engineer,运营主管,operations_manager,供应链,T4_colloquial
P008830,销售专员，大厂背景,销售经理,sales_manager,高级市场经理,marketing_manager,增长运营,operations_manager,销售,T7_context
P008831,DCO,数据分析师,data_analyst,活动策划,operations_manager,成本经理,finance_manager,数据分析,T6_typo
P008832,supply chain 方向,供应链经理,supply_chain_manager,硬件工程师,mechanical_engineer,数据运营,data_analyst,供应链,T5_en_zh_mix
P008833,首席人力官，之前做过开发,人力资源经理,hr_manager,EA,admin_manager,Software Engineer,software_engineer,人力资源,T7_context
P008834,SaaS质量工程师,测试工程师,test_engineer,Java工程师,software_engineer,资深运营,operations_manager,测试,T3_domain
P008835,商务总监方向,销售经理,sales_manager,PR经理,marketing_manager,营销经理,marketing_manager,销售,T4_colloquial
P008836,解决方案经理，汇报给 CEO,销售经理,sales_manager,市场经理,marketing_manager,投资助理,investment_manager,销售,T7_context
P008837,搞M&A经理的,投资经理,investment_manager,税务负责人,finance_manager,隐私合规经理,legal_manager,投资,T4_colloquial
P008838,人力总监，在阿里做 B 端,人力资源经理,hr_manager,Executive Assistant,admin_manager,CMO,marketing_manager,人力资源,T7_context
P008839,类似Data Analyst这种的,数据分析师,data_analyst,策略运营,operations_manager,首席财务官,finance_manager,数据分析,T4_colloquial
P008840,KA经理，在字节做推荐,销售经理,sales_manager,首席市场官,marketing_manager,财务负责人,finance_manager,销售,T7_context
P008841,project manager,项目经理,project_manager,AI产品负责人,product_manager,财务总监,finance_manager,产品,T5_en_zh_mix
P008842,副高级市场经理,市场经理,marketing_manager,解决方案经理,sales_manager,渗透测试工程师,test_engineer,市场,T2_seniority
P008843,投资主管，跨部门协作多,投资经理,investment_manager,财务副总裁,finance_manager,算法专家,algorithm_engineer,投资,T7_context
P008844,推荐算法工程师这块,算法工程师,algorithm_engineer,后端负责人,software_engineer,自动化测试负责人,test_engineer,算法,T4_colloquial
P008845,做仓储经理的哥们,供应链经理,supply_chain_manager,硬件设计工程师,mechanical_engineer,高级架构师,architect,供应链,T4_colloquial
P008846,做项目助理的哥们,项目经理,project_manager,产品部总经理,product_manager,感知算法,algorithm_engineer,产品,T4_colloquial
P008847,Senior 高级产品经理,产品经理,product_manager,交付负责人,project_manager,首席行政官,admin_manager,产品,T2_seniority
P008848,招聘财务负责人,财务经理,finance_manager,法务经理,legal_manager,数据分析经理,data_analyst,财务,T3_domain
P008849,BI负责人方向,数据分析师,data_analyst,用户增长,operations_manager,算法主管,algorithm_engineer,数据分析,T4_colloquial
P008850,风控总监，年包 60-80w,投资经理,investment_manager,资金负责人,finance_manager,销售专员,sales_manager,投资,T7_context
P008851,医疗行政主管,行政经理,admin_manager,企业文化负责人,hr_manager,市场专员,marketing_manager,行政,T3_domain
P008852,移动端测试工程师，跨部门协作多,测试工程师,test_engineer,VP of Engineering,software_engineer,总经理,general_manager,测试,T7_context
P008853,初级高级财务经理leader,财务经理,finance_manager,合规总监,legal_manager,前端工程师,software_engineer,财务,T2_seniority
P008854,人力负责人岗位,人力资源经理,hr_manager,董事长秘书,admin_manager,国际业务负责人,general_manager,人力资源,T4_colloquial
P008855,算法主管，上一段在美团,算法工程师,algorithm_engineer,客户端开发,software_engineer,HR经理,hr_manager,算法,T7_context
P008856,中台负责人岗位,总经理,general_manager,品牌公关总监,marketing_manager,HRVP,hr_manager,管理,T4_colloquial
P008857,首席运营官,运营经理,operations_manager,首席数据官,data_analyst,工业设计师,designer,运营,T1_raw
P008858,产品 lead，汇报给 CEO,产品经理,product_manager,TPM,project_manager,增长经理,operations_manager,产品,T7_context
P008859,类似区域业务负责人这种的,总经理,general_manager,品牌公关总监,marketing_manager,商业分析师,data_analyst,管理,T4_colloquial
P008860,运营VP，在字节做推荐,运营经理,operations_manager,数据VP,data_analyst,风控负责人,investment_manager,运营,T7_context
P008861,做B端产品经理的哥们,产品经理,product_manager,项目总监,project_manager,数字营销经理,marketing_manager,产品,T4_colloquial
P008862,搞AI后端工程师的同事,软件工程师,software_engineer,Architect,architect,MD,general_manager,开发,T4_colloquial
P008863,首席执行总监,总经理,general_manager,Executive Assistant,admin_manager,用户运营负责人,operations_manager,管理,T2_seniority
P008864,UX设计师，大厂背景,设计师,designer,固件工程师,software_engineer,首席人力官,hr_manager,设计,T7_context
P008865,投资VP岗位,投资经理,investment_manager,财务分析经理,finance_manager,税务经理,finance_manager,投资,T4_colloquial
P008866,图像算法工程师，偏管理岗,算法工程师,algorithm_engineer,研发工程师,software_engineer,投资主管,investment_manager,算法,T7_context
P008867,M&A经理,投资经理,investment_manager,会计主管,finance_manager,Go工程师,software_engineer,投资,T1_raw
